time,lightval
7:31:00,897.00
7:31:00,896.00
7:31:00,895.00
7:31:00,896.00
7:31:00,895.00
7:31:00,897.00
7:31:00,898.00
7:32:00,906.00
7:32:00,894.00
7:32:00,893.00
7:32:00,894.00
7:32:00,893.00
7:32:00,894.00
7:32:00,895.00
7:32:00,896.00
7:32:00,898.00
7:32:00,897.00
7:32:00,1024.00
7:32:00,987.00
7:32:00,894.00
7:32:00,893.00
7:32:00,892.00
7:32:00,890.00
7:33:00,892.00
7:33:00,890.00
7:33:00,892.00
7:33:00,890.00
7:33:00,889.00
7:33:00,890.00
7:33:00,889.00
7:33:00,888.00
7:33:00,886.00
7:33:00,885.00
7:33:00,886.00
7:33:00,885.00
7:33:00,884.00
7:33:00,885.00
7:33:00,884.00
7:33:00,1024.00
7:34:00,997.00
7:34:00,1024.00
7:34:00,950.00
7:34:00,884.00
7:34:00,883.00
7:34:00,882.00
7:34:00,881.00
7:34:00,880.00
7:36:00,874.00
7:36:00,873.00
7:36:00,872.00
7:36:00,873.00
7:36:00,872.00
7:36:00,871.00
7:36:00,872.00
7:36:00,871.00
7:36:00,870.00
7:36:00,871.00
7:37:00,869.00
7:37:00,870.00
7:37:00,869.00
7:37:00,868.00
7:37:00,881.00
7:37:00,883.00
7:37:00,882.00
7:37:00,881.00
7:37:00,882.00
7:37:00,878.00
7:37:00,880.00
7:37:00,879.00
7:37:00,878.00
7:37:00,877.00
7:37:00,874.00
7:37:00,873.00
7:37:00,869.00
7:38:00,868.00
7:38:00,869.00
7:38:00,874.00
7:38:00,872.00
7:38:00,870.00
7:38:00,869.00
7:38:00,870.00
7:38:00,869.00
7:38:00,870.00
7:38:00,869.00
7:38:00,873.00
7:38:00,870.00
7:38:00,867.00
7:38:00,866.00
7:38:00,867.00
7:39:00,866.00
7:39:00,865.00
7:39:00,866.00
7:39:00,865.00
7:39:00,864.00
7:39:00,862.00
7:39:00,864.00
7:39:00,865.00
7:41:00,859.00
7:41:00,857.00
7:41:00,858.00
7:41:00,857.00
7:41:00,858.00
7:41:00,857.00
7:41:00,856.00
7:41:00,857.00
7:41:00,856.00
7:41:00,857.00
7:41:00,856.00
7:41:00,857.00
7:41:00,856.00
7:41:00,855.00
7:41:00,856.00
7:42:00,855.00
7:42:00,854.00
7:42:00,855.00
7:42:00,856.00
7:42:00,855.00
7:42:00,853.00
7:42:00,854.00
7:42:00,853.00
7:42:00,852.00
7:42:00,853.00
7:42:00,852.00
7:42:00,850.00
7:42:00,852.00
7:42:00,850.00
7:42:00,849.00
7:43:00,848.00
7:43:00,849.00
7:43:00,848.00
7:43:00,849.00
7:43:00,848.00
7:43:00,847.00
7:43:00,848.00
7:43:00,847.00
7:43:00,848.00
7:43:00,847.00
7:43:00,846.00
7:44:00,847.00
7:44:00,846.00
7:44:00,845.00
7:44:00,844.00
7:44:00,845.00
7:44:00,844.00
7:44:00,843.00
7:44:00,844.00
7:44:00,843.00
7:46:00,840.00
7:46:00,834.00
7:46:00,840.00
7:46:00,834.00
7:46:00,833.00
7:46:00,832.00
7:46:00,835.00
7:46:00,836.00
7:46:00,835.00
7:46:00,836.00
7:46:00,832.00
7:46:00,835.00
7:46:00,832.00
7:47:00,835.00
7:47:00,832.00
7:47:00,831.00
7:47:00,833.00
7:47:00,828.00
7:47:00,832.00
7:47:00,826.00
7:47:00,825.00
7:47:00,826.00
7:47:00,832.00
7:47:00,831.00
7:47:00,832.00
7:47:00,831.00
7:47:00,832.00
7:47:00,831.00
7:47:00,825.00
7:48:00,831.00
7:48:00,825.00
7:48:00,831.00
7:48:00,825.00
7:48:00,829.00
7:48:00,830.00
7:48:00,824.00
7:48:00,829.00
7:48:00,824.00
7:48:00,829.00
7:48:00,824.00
7:48:00,823.00
7:48:00,826.00
7:48:00,828.00
7:48:00,826.00
7:48:00,828.00
7:48:00,826.00
7:49:00,822.00
7:49:00,826.00
7:49:00,822.00
7:49:00,826.00
7:51:00,821.00
7:51:00,816.00
7:51:00,821.00
7:51:00,816.00
7:51:00,820.00
7:51:00,821.00
7:51:00,820.00
7:51:00,814.00
7:51:00,820.00
7:51:00,816.00
7:51:00,820.00
7:51:00,814.00
7:51:00,820.00
7:51:00,814.00
7:51:00,820.00
7:51:00,814.00
7:52:00,820.00
7:52:00,819.00
7:52:00,818.00
7:52:00,814.00
7:52:00,818.00
7:52:00,813.00
7:52:00,818.00
7:52:00,813.00
7:52:00,817.00
7:52:00,818.00
7:52:00,817.00
7:52:00,812.00
7:52:00,817.00
7:52:00,816.00
7:52:00,817.00
7:52:00,812.00
7:52:00,811.00
7:52:00,812.00
7:53:00,816.00
7:53:00,812.00
7:53:00,816.00
7:53:00,814.00
7:53:00,812.00
7:53:00,811.00
7:53:00,814.00
7:53:00,816.00
7:53:00,814.00
7:53:00,811.00
7:53:00,814.00
7:53:00,811.00
7:53:00,814.00
7:53:00,811.00
7:53:00,814.00
7:53:00,811.00
7:56:00,806.00
7:56:00,805.00
7:56:00,804.00
7:56:00,805.00
7:56:00,808.00
7:56:00,809.00
7:56:00,805.00
7:56:00,808.00
7:56:00,805.00
7:56:00,808.00
7:56:00,805.00
7:56:00,808.00
7:56:00,807.00
7:56:00,808.00
7:56:00,807.00
7:56:00,804.00
7:56:00,807.00
7:57:00,802.00
7:57:00,807.00
7:57:00,806.00
7:57:00,801.00
7:57:00,806.00
7:57:00,801.00
7:57:00,806.00
7:57:00,801.00
7:57:00,806.00
7:57:00,802.00
7:57:00,801.00
7:57:00,806.00
7:57:00,801.00
7:57:00,806.00
7:57:00,807.00
7:57:00,806.00
7:57:00,801.00
7:58:00,806.00
7:58:00,801.00
7:58:00,806.00
7:58:00,801.00
7:58:00,806.00
7:58:00,801.00
7:58:00,805.00
7:58:00,800.00
7:58:00,805.00
7:58:00,804.00
7:58:00,805.00
7:58:00,799.00
7:58:00,800.00
7:58:00,804.00
7:58:00,802.00
7:58:00,798.00
8:02:00,797.00
8:02:00,794.00
8:02:00,797.00
8:02:00,796.00
8:02:00,793.00
8:02:00,796.00
8:02:00,795.00
8:02:00,796.00
8:02:00,792.00
8:02:00,795.00
8:02:00,796.00
8:02:00,792.00
8:02:00,795.00
8:02:00,792.00
8:02:00,795.00
8:02:00,792.00
8:03:00,795.00
8:03:00,792.00
8:03:00,795.00
8:03:00,789.00
8:03:00,790.00
8:03:00,794.00
8:03:00,795.00
8:03:00,794.00
8:03:00,789.00
8:03:00,794.00
8:03:00,788.00
8:03:00,794.00
8:03:00,788.00
8:03:00,794.00
8:03:00,788.00
8:03:00,793.00
8:03:00,794.00
8:04:00,788.00
8:04:00,793.00
8:04:00,787.00
8:04:00,793.00
8:04:00,793.00
8:04:00,787.00
8:04:00,787.00
8:04:00,793.00
8:04:00,787.00
8:04:00,793.00
8:04:00,792.00
8:04:00,793.00
8:04:00,792.00
8:04:00,787.00
8:04:00,792.00
8:04:00,786.00
8:04:00,792.00
8:06:00,787.00
8:06:00,784.00
8:06:00,784.00
8:06:00,787.00
8:06:00,784.00
8:06:00,787.00
8:06:00,783.00
8:07:00,783.00
8:07:00,786.00
8:11:00,773.00
8:11:00,772.00
8:11:00,773.00
8:11:00,772.00
8:11:00,773.00
8:11:00,772.00
8:11:00,773.00
8:11:00,772.00
8:11:00,773.00
8:11:00,772.00
8:12:00,773.00
8:12:00,772.00
8:12:00,773.00
8:12:00,772.00
8:12:00,776.00
8:12:00,772.00
8:12:00,776.00
8:12:00,772.00
8:12:00,776.00
8:12:00,775.00
8:12:00,772.00
8:12:00,775.00
8:12:00,772.00
8:12:00,775.00
8:13:00,770.00
8:13:00,769.00
8:13:00,770.00
8:13:00,769.00
8:13:00,768.00
8:13:00,769.00
8:13:00,768.00
8:13:00,769.00
8:13:00,768.00
8:13:00,769.00
8:13:00,768.00
8:13:00,769.00
8:13:00,768.00
8:14:00,769.00
8:14:00,768.00
8:14:00,766.00
8:14:00,768.00
8:14:00,766.00
8:14:00,768.00
8:14:00,766.00
8:14:00,768.00
8:14:00,766.00
8:14:00,768.00
8:14:00,766.00
8:14:00,768.00
8:14:00,766.00
8:16:00,762.00
8:16:00,763.00
8:16:00,762.00
8:16:00,763.00
8:16:00,762.00
8:17:00,762.00
8:17:00,763.00
8:17:00,763.00
8:17:00,762.00
8:17:00,763.00
8:17:00,762.00
8:17:00,761.00
8:17:00,762.00
8:17:00,761.00
8:17:00,760.00
8:17:00,761.00
8:17:00,760.00
8:17:00,761.00
8:21:00,754.00
8:21:00,756.00
8:21:00,754.00
8:21:00,756.00
8:21:00,754.00
8:21:00,756.00
8:21:00,754.00
8:22:00,753.00
8:22:00,754.00
8:22:00,753.00
8:22:00,754.00
8:22:00,753.00
8:22:00,754.00
8:22:00,753.00
8:22:00,754.00
8:22:00,753.00
8:22:00,754.00
8:22:00,753.00
8:22:00,752.00
8:23:00,753.00
8:23:00,752.00
8:23:00,753.00
8:23:00,752.00
8:23:00,753.00
8:23:00,752.00
8:23:00,753.00
8:23:00,752.00
8:23:00,753.00
8:23:00,752.00
8:23:00,751.00
8:23:00,752.00
8:23:00,751.00
8:23:00,750.00
8:24:00,751.00
8:24:00,750.00
8:24:00,749.00
8:24:00,750.00
8:24:00,749.00
8:24:00,748.00
8:24:00,749.00
8:24:00,748.00
8:24:00,749.00
8:25:00,748.00
8:25:00,749.00
8:25:00,748.00
8:25:00,749.00
8:25:00,748.00
8:25:00,749.00
8:25:00,748.00
8:25:00,749.00
8:26:00,749.00
8:26:00,748.00
8:26:00,747.00
8:26:00,748.00
8:26:00,747.00
8:26:00,748.00
8:26:00,747.00
8:27:00,748.00
8:27:00,747.00
8:27:00,746.00
8:27:00,747.00
8:27:00,746.00
8:27:00,747.00
8:27:00,746.00
8:27:00,747.00
8:27:00,746.00
8:27:00,747.00
8:27:00,746.00
8:28:00,745.00
8:28:00,746.00
8:28:00,745.00
8:28:00,746.00
8:28:00,745.00
8:28:00,746.00
8:28:00,745.00
8:28:00,746.00
8:28:00,745.00
8:28:00,744.00
8:28:00,745.00
8:28:00,744.00
8:28:00,745.00
8:28:00,744.00
8:29:00,745.00
8:29:00,744.00
8:29:00,745.00
8:29:00,744.00
8:29:00,745.00
8:29:00,744.00
8:29:00,745.00
8:29:00,744.00
8:29:00,745.00
8:29:00,744.00
8:29:00,745.00
8:29:00,744.00
8:29:00,745.00
8:29:00,744.00
8:29:00,745.00
8:29:00,744.00
8:30:00,742.00
8:30:00,744.00
8:31:00,741.00
8:31:00,740.00
8:31:00,741.00
8:31:00,740.00
8:31:00,741.00
8:31:00,740.00
8:31:00,741.00
8:31:00,740.00
8:31:00,741.00
8:31:00,740.00
8:31:00,739.00
8:31:00,740.00
8:31:00,739.00
8:32:00,740.00
8:32:00,739.00
8:32:00,740.00
8:32:00,739.00
8:32:00,738.00
8:32:00,739.00
8:32:00,738.00
8:32:00,739.00
8:32:00,738.00
8:32:00,739.00
8:32:00,738.00
8:33:00,737.00
8:33:00,738.00
8:33:00,737.00
8:33:00,738.00
8:33:00,737.00
8:33:00,738.00
8:33:00,737.00
8:33:00,738.00
8:33:00,737.00
8:33:00,738.00
8:33:00,737.00
8:33:00,738.00
8:33:00,737.00
8:33:00,736.00
8:33:00,737.00
8:34:00,736.00
8:34:00,735.00
8:34:00,736.00
8:35:00,735.00
8:35:00,736.00
8:35:00,735.00
8:35:00,736.00
8:35:00,735.00
8:35:00,736.00
8:35:00,735.00
8:35:00,734.00
8:36:00,734.00
8:36:00,735.00
8:36:00,734.00
8:36:00,733.00
8:36:00,732.00
8:36:00,733.00
8:36:00,732.00
8:36:00,733.00
8:36:00,734.00
8:36:00,732.00
8:36:00,733.00
8:36:00,732.00
8:36:00,730.00
8:37:00,732.00
8:37:00,730.00
8:37:00,732.00
8:37:00,730.00
8:37:00,732.00
8:37:00,730.00
8:37:00,732.00
8:37:00,730.00
8:37:00,732.00
8:37:00,730.00
8:37:00,729.00
8:37:00,730.00
8:38:00,735.00
8:38:00,730.00
8:38:00,729.00
8:38:00,730.00
8:38:00,729.00
8:38:00,730.00
8:38:00,729.00
8:38:00,730.00
8:38:00,729.00
8:38:00,730.00
8:38:00,729.00
8:38:00,730.00
8:38:00,729.00
8:38:00,736.00
8:38:00,730.00
8:38:00,736.00
8:38:00,735.00
8:39:00,736.00
8:39:00,735.00
8:39:00,736.00
8:39:00,735.00
8:39:00,736.00
8:39:00,729.00
8:39:00,730.00
8:39:00,729.00
8:41:00,728.00
8:41:00,727.00
8:41:00,728.00
8:41:00,727.00
8:41:00,728.00
8:41:00,727.00
8:41:00,732.00
8:41:00,727.00
8:41:00,732.00
8:42:00,727.00
8:42:00,732.00
8:42:00,727.00
8:42:00,732.00
8:42:00,728.00
8:42:00,727.00
8:42:00,732.00
8:42:00,730.00
8:42:00,732.00
8:42:00,730.00
8:42:00,732.00
8:42:00,730.00
8:42:00,727.00
8:42:00,730.00
8:42:00,726.00
8:42:00,730.00
8:42:00,726.00
8:43:00,729.00
8:43:00,730.00
8:43:00,734.00
8:43:00,732.00
8:43:00,735.00
8:43:00,729.00
8:43:00,727.00
8:43:00,726.00
8:43:00,725.00
8:43:00,726.00
8:43:00,729.00
8:43:00,730.00
8:43:00,729.00
8:43:00,726.00
8:43:00,730.00
8:43:00,726.00
8:43:00,729.00
8:44:00,730.00
8:44:00,726.00
8:44:00,730.00
8:44:00,726.00
8:44:00,729.00
8:44:00,726.00
8:44:00,729.00
8:46:00,721.00
8:46:00,722.00
8:46:00,721.00
8:46:00,722.00
8:46:00,727.00
8:46:00,722.00
8:46:00,721.00
8:46:00,726.00
8:46:00,727.00
8:46:00,726.00
8:47:00,727.00
8:47:00,726.00
8:47:00,727.00
8:47:00,722.00
8:47:00,727.00
8:47:00,722.00
8:47:00,726.00
8:47:00,722.00
8:47:00,721.00
8:47:00,720.00
8:47:00,721.00
8:47:00,726.00
8:47:00,721.00
8:47:00,726.00
8:47:00,721.00
8:47:00,726.00
8:47:00,721.00
8:47:00,726.00
8:48:00,721.00
8:48:00,720.00
8:48:00,721.00
8:48:00,720.00
8:48:00,726.00
8:48:00,721.00
8:48:00,725.00
8:48:00,720.00
8:48:00,725.00
8:48:00,720.00
8:48:00,725.00
8:48:00,720.00
8:48:00,725.00
8:48:00,720.00
8:48:00,725.00
8:48:00,720.00
8:48:00,725.00
8:49:00,720.00
8:49:00,725.00
8:49:00,720.00
8:49:00,725.00
8:49:00,720.00
8:51:00,717.00
8:51:00,718.00
8:51:00,716.00
8:51:00,715.00
8:51:00,714.00
8:51:00,715.00
8:51:00,714.00
8:51:00,715.00
8:51:00,714.00
8:52:00,715.00
8:52:00,714.00
8:52:00,715.00
8:52:00,714.00
8:52:00,715.00
8:52:00,714.00
8:52:00,715.00
8:52:00,714.00
8:52:00,715.00
8:52:00,714.00
8:52:00,715.00
8:52:00,713.00
8:52:00,715.00
8:52:00,714.00
8:52:00,715.00
8:52:00,714.00
8:52:00,713.00
8:53:00,714.00
8:53:00,713.00
8:53:00,712.00
8:53:00,713.00
8:53:00,712.00
8:53:00,713.00
8:53:00,712.00
8:53:00,713.00
8:53:00,712.00
8:53:00,713.00
8:53:00,712.00
8:53:00,713.00
8:54:00,712.00
8:54:00,713.00
8:54:00,712.00
8:54:00,713.00
8:54:00,712.00
8:54:00,713.00
8:54:00,712.00
8:54:00,713.00
8:54:00,712.00
8:54:00,713.00
8:54:00,712.00
8:55:00,711.00
8:56:00,709.00
8:56:00,710.00
8:56:00,715.00
8:56:00,710.00
8:56:00,715.00
8:56:00,710.00
8:57:00,715.00
8:57:00,710.00
8:57:00,715.00
8:57:00,710.00
8:57:00,715.00
8:57:00,710.00
8:57:00,715.00
8:57:00,710.00
8:57:00,714.00
8:57:00,715.00
8:57:00,709.00
8:57:00,715.00
8:57:00,710.00
8:57:00,715.00
8:57:00,714.00
8:57:00,715.00
8:57:00,710.00
8:58:00,714.00
8:58:00,715.00
8:58:00,710.00
8:58:00,715.00
8:58:00,710.00
8:58:00,714.00
8:58:00,715.00
8:58:00,714.00
8:58:00,715.00
8:58:00,710.00
8:58:00,715.00
8:58:00,714.00
8:58:00,710.00
8:58:00,709.00
8:58:00,714.00
8:58:00,710.00
8:58:00,714.00
8:58:00,713.00
8:59:00,709.00
8:59:00,713.00
8:59:00,709.00
8:59:00,714.00
8:59:00,709.00
8:59:00,708.00
8:59:00,709.00
8:59:00,708.00
8:59:00,713.00
9:01:00,708.00
9:01:00,712.00
9:02:00,706.00
9:02:00,711.00
9:02:00,711.00
9:02:00,706.00
9:02:00,706.00
9:02:00,710.00
9:02:00,706.00
9:02:00,711.00
9:02:00,710.00
9:02:00,706.00
9:02:00,710.00
9:02:00,706.00
9:02:00,710.00
9:02:00,706.00
9:02:00,710.00
9:02:00,705.00
9:02:00,710.00
9:02:00,706.00
9:02:00,710.00
9:02:00,705.00
9:03:00,710.00
9:03:00,706.00
9:03:00,710.00
9:03:00,705.00
9:03:00,710.00
9:03:00,705.00
9:03:00,710.00
9:03:00,705.00
9:03:00,710.00
9:03:00,705.00
9:03:00,710.00
9:03:00,705.00
9:03:00,710.00
9:03:00,705.00
9:03:00,704.00
9:03:00,705.00
9:03:00,709.00
9:03:00,710.00
9:04:00,705.00
9:04:00,710.00
9:04:00,709.00
9:04:00,705.00
9:04:00,710.00
9:04:00,705.00
9:04:00,709.00
9:04:00,705.00
9:04:00,709.00
9:04:00,705.00
9:06:00,708.00
9:06:00,702.00
9:06:00,706.00
9:06:00,708.00
9:06:00,702.00
9:06:00,706.00
9:06:00,702.00
9:06:00,706.00
9:06:00,702.00
9:06:00,706.00
9:06:00,701.00
9:06:00,706.00
9:06:00,699.00
9:06:00,698.00
9:06:00,706.00
9:07:00,698.00
9:07:00,706.00
9:07:00,705.00
9:07:00,706.00
9:07:00,699.00
9:07:00,706.00
9:07:00,705.00
9:07:00,706.00
9:07:00,697.00
9:07:00,705.00
9:07:00,697.00
9:07:00,696.00
9:07:00,705.00
9:07:00,696.00
9:07:00,705.00
9:07:00,696.00
9:08:00,704.00
9:08:00,705.00
9:08:00,704.00
9:08:00,705.00
9:08:00,696.00
9:08:00,705.00
9:08:00,696.00
9:08:00,705.00
9:08:00,696.00
9:08:00,705.00
9:08:00,696.00
9:08:00,705.00
9:08:00,696.00
9:08:00,705.00
9:08:00,696.00
9:08:00,705.00
9:09:00,697.00
9:09:00,705.00
9:09:00,696.00
9:11:00,697.00
9:11:00,700.00
9:11:00,701.00
9:11:00,698.00
9:11:00,693.00
9:11:00,700.00
9:11:00,701.00
9:11:00,697.00
9:11:00,701.00
9:11:00,698.00
9:11:00,697.00
9:11:00,698.00
9:11:00,693.00
9:11:00,698.00
9:11:00,697.00
9:11:00,694.00
9:11:00,693.00
9:12:00,692.00
9:12:00,691.00
9:12:00,690.00
9:12:00,696.00
9:12:00,869.00
9:12:00,846.00
9:12:00,774.00
9:12:00,757.00
9:12:00,885.00
9:12:00,706.00
9:12:00,693.00
9:12:00,694.00
9:12:00,693.00
9:12:00,692.00
9:13:00,693.00
9:13:00,692.00
9:13:00,693.00
9:13:00,692.00
9:13:00,693.00
9:13:00,692.00
9:13:00,693.00
9:13:00,692.00
9:14:00,691.00
9:14:00,692.00
9:14:00,691.00
9:14:00,692.00
9:14:00,691.00
9:14:00,692.00
9:14:00,691.00
9:14:00,692.00
9:14:00,691.00
9:15:00,692.00
9:15:00,691.00
9:16:00,690.00
9:16:00,689.00
9:16:00,691.00
9:16:00,690.00
9:16:00,691.00
9:16:00,690.00
9:16:00,689.00
9:16:00,690.00
9:16:00,689.00
9:16:00,691.00
9:16:00,690.00
9:16:00,689.00
9:16:00,690.00
9:17:00,689.00
9:17:00,690.00
9:17:00,689.00
9:17:00,688.00
9:17:00,689.00
9:17:00,688.00
9:17:00,689.00
9:17:00,689.00
9:17:00,688.00
9:17:00,688.00
9:17:00,689.00
9:17:00,688.00
9:17:00,689.00
9:18:00,688.00
9:18:00,687.00
9:18:00,688.00
9:18:00,687.00
9:18:00,688.00
9:18:00,687.00
9:18:00,688.00
9:18:00,687.00
9:18:00,688.00
9:18:00,687.00
9:18:00,688.00
9:18:00,687.00
9:18:00,688.00
9:18:00,687.00
9:18:00,689.00
9:18:00,688.00
9:18:00,687.00
9:18:00,689.00
9:19:00,687.00
9:19:00,689.00
9:19:00,688.00
9:19:00,687.00
9:19:00,688.00
9:19:00,687.00
9:21:00,686.00
9:21:00,687.00
9:21:00,686.00
9:21:00,687.00
9:21:00,686.00
9:21:00,687.00
9:21:00,686.00
9:21:00,687.00
9:21:00,686.00
9:21:00,687.00
9:21:00,686.00
9:21:00,687.00
9:22:00,686.00
9:22:00,687.00
9:22:00,686.00
9:22:00,692.00
9:22:00,687.00
9:22:00,692.00
9:22:00,691.00
9:22:00,687.00
9:22:00,686.00
9:22:00,691.00
9:22:00,686.00
9:22:00,692.00
9:22:00,686.00
9:22:00,685.00
9:23:00,686.00
9:23:00,685.00
9:23:00,686.00
9:23:00,685.00
9:23:00,686.00
9:23:00,685.00
9:23:00,684.00
9:23:00,685.00
9:23:00,686.00
9:23:00,685.00
9:23:00,689.00
9:23:00,690.00
9:23:00,689.00
9:24:00,690.00
9:24:00,689.00
9:24:00,685.00
9:24:00,684.00
9:24:00,685.00
9:24:00,684.00
9:24:00,685.00
9:24:00,684.00
9:24:00,685.00
9:24:00,684.00
9:24:00,685.00
9:26:00,682.00
9:26:00,681.00
9:26:00,682.00
9:26:00,681.00
9:26:00,682.00
9:26:00,681.00
9:26:00,686.00
9:26:00,681.00
9:27:00,686.00
9:27:00,681.00
9:27:00,686.00
9:27:00,681.00
9:27:00,680.00
9:27:00,681.00
9:27:00,680.00
9:27:00,681.00
9:27:00,680.00
9:27:00,681.00
9:27:00,680.00
9:27:00,681.00
9:27:00,680.00
9:27:00,681.00
9:27:00,680.00
9:28:00,681.00
9:28:00,680.00
9:28:00,679.00
9:29:00,680.00
9:29:00,679.00
9:29:00,680.00
9:29:00,679.00
9:29:00,680.00
9:29:00,679.00
9:29:00,680.00
9:29:00,679.00
9:29:00,680.00
9:29:00,679.00
9:29:00,680.00
9:29:00,679.00
9:29:00,680.00
9:30:00,679.00
9:30:00,678.00
9:30:00,679.00
9:30:00,680.00
9:30:00,679.00
9:30:00,680.00
9:30:00,679.00
9:30:00,678.00
9:30:00,679.00
9:30:00,678.00
9:30:00,679.00
9:31:00,678.00
9:31:00,677.00
9:31:00,678.00
9:31:00,677.00
9:31:00,678.00
9:31:00,677.00
9:31:00,678.00
9:31:00,677.00
9:31:00,678.00
9:31:00,677.00
9:31:00,678.00
9:31:00,677.00
9:32:00,678.00
9:32:00,677.00
9:32:00,678.00
9:32:00,677.00
9:32:00,678.00
9:32:00,677.00
9:32:00,676.00
9:32:00,677.00
9:32:00,676.00
9:32:00,677.00
9:32:00,676.00
9:32:00,677.00
9:32:00,676.00
9:32:00,677.00
9:32:00,676.00
9:32:00,677.00
9:32:00,676.00
9:33:00,677.00
9:33:00,676.00
9:33:00,677.00
9:33:00,676.00
9:33:00,677.00
9:33:00,676.00
9:33:00,675.00
9:33:00,676.00
9:33:00,675.00
9:33:00,676.00
9:33:00,675.00
9:34:00,676.00
9:34:00,675.00
9:34:00,676.00
9:34:00,675.00
9:34:00,676.00
9:34:00,675.00
9:34:00,676.00
9:34:00,675.00
9:34:00,676.00
9:34:00,675.00
9:36:00,675.00
9:36:00,674.00
9:36:00,678.00
9:36:00,679.00
9:36:00,675.00
9:36:00,679.00
9:36:00,674.00
9:36:00,679.00
9:36:00,675.00
9:36:00,674.00
9:36:00,678.00
9:36:00,679.00
9:37:00,674.00
9:37:00,678.00
9:37:00,679.00
9:37:00,680.00
9:37:00,679.00
9:37:00,674.00
9:37:00,680.00
9:37:00,679.00
9:37:00,678.00
9:37:00,679.00
9:37:00,674.00
9:37:00,680.00
9:37:00,679.00
9:37:00,679.00
9:37:00,674.00
9:37:00,678.00
9:37:00,679.00
9:37:00,678.00
9:38:00,674.00
